Timestamp,What is your main discipline?,What sector do you work in?,What industry does your work related to?,What is your highest level of formal education?,How many years experience do you have working with subsurface data?,Do you think you have conceptual or other biases that impact your work?,Do you publish academic or industry literature?,Do you think there is a reproducibility problem in subsurface geoscience? Reproducibility = the ability to reproduce the results of your own or others' work.,"How much of the geoscience literature, do you think is reproducible? (0 = none, 10 = all)",Have you tried to reproduce your own results at a later date?,If yes please detail.,Have you tried to reproduce others' published results?,If yes please detail.,Have you published (or tried to publish) positive or negative replication findings?,If yes please detail.,Do you regularly write computer code as part of your work?,What practicalities make published results difficult to reproduce? [Access to data],What practicalities make published results difficult to reproduce? [Access to software],What practicalities make published results difficult to reproduce? [Assess to code],What practicalities make published results difficult to reproduce? [Access to journals],What practicalities make published results difficult to reproduce? [Journal standards],What practicalities make published results difficult to reproduce? [Lack of funding for reproducibility studies],What practicalities make published results difficult to reproduce? [Methods undocumented],What practicalities make published results difficult to reproduce? [Confidentiality/copyright issues],Please specify any other factors you think are important?,What factors contribute to irreproducible publications? [Reporting bias],What factors contribute to irreproducible publications? [Poor methodology],What factors contribute to irreproducible publications? [Questionable statistical validity],What factors contribute to irreproducible publications? [Poor/inadequate analysis],What factors contribute to irreproducible publications? [Poor project/experimental design],What factors contribute to irreproducible publications? [Inadequate peer review],What factors contribute to irreproducible publications? [Pressure to publish],What factors contribute to irreproducible publications? [Insufficient mentoring/supervision],What factors contribute to irreproducible publications? [Fraud],Please specify any other factors you think are important?,How could reproducibility be improved by authors? [Publish derived data (e.g. seismic horizons)],How could reproducibility be improved by authors? [Clearer separation of raw data from interpretation],How could reproducibility be improved by authors? [Detailed methods explanation],How could reproducibility be improved by authors? [More robust project/experimental design],How could reproducibility be improved by authors? [Increased statistical understanding],How could reproducibility be improved by authors? [Better teaching and mentoring],How could reproducibility be improved by authors? [Increased collaboration between research groups],How could reproducibility be improved by authors? [Pre-registration of hypotheses to third party (e.g. journal or external researcher)],Please specify any other factors you think are important?,"How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Incentives to publish reproduction studies]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Increased journal standards]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Modified journal correction process]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Incentives for replication studies]","How could reproducibility be improved by societies (e.g. EGU, AGU, AAPG) and journals? [Pre-registration of hypotheses to journal]",Please specify any other factors you think are important?
2020/06/02 9:10:44 PM GMT+1,Geology,Academia,"Research, Teaching and Communication",Post-Doctoral,20+,Yes (sometimes),Yes (regularly),Unsure,8,Yes,Mostly morphological measurements based on bethynerric and seismic data,Yes,When reviewing papers and for the purposes of a review paper,No,,No,Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,"Lack of time and my perception that it is not fundamental science. With teaching, supervisory and research commitments it is hard to find time to do this too. My hope and expectation is that the review process catches these issues, perhaps naively.",Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Often,Often,Rarely,Journals favouring sensasionalised results and refusing to stick to a rigorous review process.,Yes,Maybe,Yes,Yes,Yes,Yes,Maybe,No,,Maybe,Yes,Yes,Maybe,No,
2020/06/02 9:13:30 PM GMT+1,Geology,Industry,Oil & Gas,Doctoral (PhD),15-20,Yes (sometimes),Yes (sometimes),No,8,Yes,Perform different interpretations based on new knowledge ,Yes,Seismic interpretation based on previous published analysis. Occasionally achieving different results.,No,,No,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,Yes,No,,Yes,Maybe,Maybe,Maybe,Maybe,
2020/06/02 9:15:57 PM GMT+1,Geophysics,Industry,Oil & Gas,Post-Doctoral,5-Oct,Yes (regularly),Yes (regularly),Yes (minor),6,No,,Yes,,Yes,I tried to publish a survey of current methods in a specific up-and-coming sub-area of geophysics. It was mostly showing that most methods in the literature failed for real data. Reject with some nasty and personal comments.,Yes,Often,Often,Often,Rarely,Rarely,Often,Sometimes,Often,Industry results often require extreme amounts of computational power. Even small 3D synthetics can overwhelm research labs without proper funding.,Sometimes,Often,Sometimes,Sometimes,Often,Sometimes,Often,Sometimes,Rarely,Works for synthetic but not real data,,,Yes,Yes,,Yes,Yes,,,Maybe,Yes,,Maybe,No,
2020/06/02 9:16:31 PM GMT+1,Geology & Geophysics,Research institute,"Research, Teaching and Communication",Post-Doctoral,5-Oct,Yes (sometimes),Yes (regularly),Yes (minor),6,Yes,Re-run models based on seismic data to check results,No,,No,,No,Often,Often,Sometimes,Sometimes,Rarely,Sometimes,Often,Often,,Often,Often,Sometimes,Often,Often,Sometimes,Often,Rarely,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes;Maybe,Yes,Maybe,,Maybe,Maybe,Maybe,Maybe,Maybe,
2020/06/02 10:05:31 PM GMT+1,Geology & Geophysics,Industry,"Research, Teaching and Communication;Oil & Gas",Doctoral (PhD),5-Oct,Yes (sometimes),Yes (regularly),Yes (major),3,Yes,,Yes,I keep track of scripts and functions to reproduce every figure I publish.,No,,Yes,Often,Sometimes,Often,Often,Often,Sometimes,Often,Often,Companies do not allow sharing of data.,Often,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Rarely,,Yes,Yes,Yes,Maybe,Yes,Maybe,Maybe,No,,Yes,Maybe,Yes,Yes,No,
2020/06/02 10:08:27 PM GMT+1,Geology,Academia,"Research, Teaching and Communication;Hydrogeology",Doctoral (PhD),15-20,Yes (sometimes),Yes (regularly),Unsure,6,Yes,,No,,Yes,,No,Often,Sometimes,Sometimes,Rarely,Sometimes,Rarely,Sometimes,Rarely,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,,Maybe,Maybe,Maybe,No,Yes,Maybe,Maybe,No,,Maybe,Maybe,Maybe,Maybe,No,
2020/06/02 10:13:47 PM GMT+1,Geology & Geophysics,Academia,"Research, Teaching and Communication;Oil & Gas;Natural Hazards & Risk","Masters (MSci, MSc, MS)",5-Oct,Yes (sometimes),Yes (sometimes),Yes (minor),8,No,,Yes,I interpreted the same horizons using the same datasets. The results are similar. I think one of the main problems is whether the data are available or not.,No,,No,Often,Often,Sometimes,Often;Rarely,Often,Sometimes,Sometimes,Often,,Sometimes,Sometimes,Often,Often,Sometimes,Often,Often,Often,Often,,Yes,Yes,Maybe,Maybe,Maybe,Yes,Yes,Maybe,,Maybe,Maybe,Yes,Maybe,Maybe,
2020/06/02 10:21:27 PM GMT+1,Geology & Geophysics,Industry,Oil & Gas,"Bachelors (BSc, BS)",20+,Yes (sometimes),Yes (sometimes),Unsure,8,No,,No,,No,,No,Often,,Often,,,,,,,,,,,,Often,,,,,Yes,,Yes,,,,,,,Yes,Yes,Yes,Yes,Maybe,
2020/06/02 10:25:21 PM GMT+1,Geology,Academia,"Research, Teaching and Communication","Masters (MSci, MSc, MS)",20+,Yes (sometimes),Yes (regularly),Yes (major),3,No,,No,,No,,No,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,,Often,Often,Often,Often,Sometimes,Sometimes,Often,Sometimes,Sometimes,,Yes,Yes,Yes,Maybe,Maybe,Maybe,Maybe,Maybe,,Yes,Yes,Yes,Yes,Maybe,
2020/06/02 10:49:05 PM GMT+1,Geophysics,Industry,Oil & Gas,"Bachelors (BSc, BS)",5-Oct,Yes (sometimes),Yes (sometimes),Yes (minor),8,Yes,I still use my thesis as one of my workflow & research.,Yes,Mostly about geophysical method that doesn't include a geological intrepretative side. The result often reproducible.,No,,Yes,Often,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Often,Contactable writer's,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Rarely,,Yes,Yes,Yes,Yes,Yes,Maybe,Maybe,Maybe,,Maybe,Maybe,Maybe,Maybe,Maybe,
2020/06/02 10:50:03 PM GMT+1,Geology & Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",Oct-15,Yes (sometimes),No,Yes (minor),6,Yes,Review previous seismic interpretations,No,,No,,No,Often,Sometimes,Often,Rarely,Rarely,Sometimes,Sometimes,Often,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,Rarely,,Yes,Yes,Yes,Maybe,Yes,Maybe,Maybe,No,,Yes,Yes,Maybe,Maybe,No,
2020/06/02 10:51:54 PM GMT+1,Geology & Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",15-20,Yes (regularly),Yes (sometimes),Yes (major),3,Yes,,Yes,,No,,Yes,Often,Often,Sometimes,Often,Sometimes,Often,Often,Often,,Often,Sometimes,Often,Sometimes,Often,Often,Often,Sometimes,Sometimes,,Yes,Yes,Yes,Maybe,Yes,No,Maybe,Yes,,Yes,Yes,Yes,Yes,Yes,
2020/06/02 11:02:13 PM GMT+1,Geology,Industry,Mining & Quarrying;Oil & Gas;Hydrogeology,"Masters (MSci, MSc, MS)",20+,Yes (sometimes),Yes (sometimes),Yes (minor),6,Yes,"Using same data but differing methods, i.e. different analytical solutions or alternative numerical modelling approaches ",Yes,Use published analytical approaches with their own data to replicate authors results before using with own data,No,,Yes,Often,Often,Often,Often,Sometimes,Often,Often,Sometimes,,Sometimes,Sometimes,Often,Sometimes,Sometimes,Often,Often,Sometimes,Rarely,,Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,,Maybe,Yes,Yes,Maybe,Maybe,
2020/06/02 11:15:25 PM GMT+1,Geology,Industry,"Research, Teaching and Communication;Oil & Gas","Masters (MSci, MSc, MS)",5-Oct,Yes (sometimes),Yes (regularly),Yes (minor),7,Yes,"well log interpretation, seismic interp both can vary depending on what you have experienced",Yes,understanding structural models produced in papers,No,,No,Often,Often,Rarely,Sometimes,Rarely,Rarely,Sometimes,Often,,Sometimes,Often,Often,Often,Sometimes;Rarely,Sometimes,Sometimes,Sometimes,Rarely,,Maybe,Maybe,Maybe,Maybe,Yes,Yes,Yes,No,,Maybe,Maybe,Yes,Maybe,No,AAPG produces datapages which is great source of data that is geo-located 
2020/06/02 11:38:55 PM GMT+1,Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",Oct-15,Yes (sometimes),Yes (sometimes),Yes (major),4,No,,Yes,,No,,Yes,Often,Often,Often,Sometimes,,,Sometimes,Often,,Sometimes,,Sometimes,,,Sometimes,,,,,Yes,Maybe,Yes,Maybe,Yes,,,,,Yes,,,Maybe,,
2020/06/02 11:49:46 PM GMT+1,Geology & Geophysics,Academia,Oil & Gas,Doctoral (PhD),20+,Yes (regularly),Yes (sometimes),Yes (major),2,No,,No,,No,,No,Often,Often,Rarely,Rarely,Rarely,Often,Sometimes,Often,,Often,Rarely,Rarely,Sometimes,Rarely,Rarely,Often,Sometimes,Rarely,,Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,,Yes,Yes,Yes,Yes,Yes;No,
2020/06/02 11:51:12 PM GMT+1,Geology;Geology & Geophysics,Industry,Oil & Gas,Doctoral (PhD),20+,Yes (regularly),Yes (sometimes),Yes (minor),5,Yes,,Yes,,No,,Yes,Often,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020/06/03 2:14:26 AM GMT+1,Geophysics;Hydrogeology,Academia,"Research, Teaching and Communication;Environmental Geology and Contaminated Land;Hydrogeology",Doctoral (PhD),15-20,Yes (regularly),Yes (regularly),Yes (minor),5,Yes,"Yes, we've certainly revisited previous experiments, especially to compare with newer data.",No,,No,,Yes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often;Sometimes,Often;Sometimes,Rarely,"The most important one is that n=1 is the norm for earth scientists, largely because of accessibility and funding, and as the Heraclitus quote goes, ""No man ever steps in the same river twice, for it's not the same river and he's not the same man.""  As someone who works in short-time process systems, it's very possible we can't even collect the same data from day to day.  So *that* is the biggest issue, in my mind.",Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,,Yes,Yes,Yes,Maybe,Yes,Maybe,Maybe,No,,Yes,Maybe,Maybe,Yes,No,
2020/06/03 3:07:27 AM GMT+1,Geology & Geophysics,Academia;Industry,Oil & Gas,Doctoral (PhD),Oct-15,Yes (sometimes),Yes (sometimes),Yes (major),6,No,,Yes,Widess 1963 â€œHow Thin is a Thin Bedâ€,No,,Yes,Often,Rarely,Sometimes,Rarely,Rarely,Often,Often,Often,,Sometimes,Often,Often,Often,Often,Often;Rarely,Rarely,Rarely,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,
2020/06/03 3:43:03 AM GMT+1,Geology,Academia;Industry,Oil & Gas,Doctoral (PhD),5-Oct,Yes (regularly),Yes (regularly),Yes (major),6,Yes,,Yes,,Yes,,Yes,Often,Rarely,Rarely,Sometimes,Often,Often,Often,Often,,Often,Often,Often,Often,Often,Often,Rarely,Sometimes,Rarely,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,,Maybe,Yes,Yes,Maybe,Maybe,
2020/06/03 4:02:59 AM GMT+1,Geology,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",Oct-15,Yes (regularly),No,Yes (minor),7,No,,No,,No,,Yes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,,Yes,Maybe,Maybe,Maybe,Maybe,Yes,Yes,Maybe,,Yes,Yes,Maybe,Yes,Yes,
2020/06/03 4:26:03 AM GMT+1,Geology & Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",5-Oct,Yes (regularly),Yes (sometimes),Yes (major),5,Yes,Internal meetings at work,Yes,,No,,No,Sometimes,Often,Often,Sometimes,Rarely,Often,Rarely,Often,,Often,Sometimes,Often,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,,Maybe,Yes,Yes,Yes,Yes,Maybe,Maybe,Maybe,,Yes,Maybe,Maybe,Yes,Maybe,
2020/06/03 4:32:48 AM GMT+1,Geophysics,Industry,Oil & Gas,"Bachelors (BSc, BS)",Oct-15,Yes (sometimes),Yes (sometimes),Yes (minor),7,Yes,As new information became available I update my model with said data. ,Yes,A paper touching on utilizing a correlation helix to discern between channel sands was successfully implemented in my area of interest. ,No,,No,Sometimes,Often,Rarely,Often,Sometimes,Rarely,Often,Sometimes,,Often;Sometimes,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,,Maybe,Maybe,Yes,Yes,Yes,No,Yes,Maybe,,Yes;Maybe,No,Maybe;No,Maybe,Maybe,
2020/06/03 4:51:23 AM GMT+1,Geology,Academia;Industry,Oil & Gas,Post-Doctoral,20+,Yes (regularly),Yes (regularly),Unsure,7,Yes,"I have correlated the same field using different concepts and technology (in some cases many years apart) and got very different results. The new, however, has not always been better than the old. I am thinking in particular of one very complex reservoir model that took lots of man years to build and in the end predicted production more poorly than a much simpler previous model. Science does progress so one would hope on average we get better results over time (if not, we should all give it a rest).",Yes,I have many times looked at field models in a different ways to come up with significantly different correlations and rock property patterns. In some cases I would claim previous attempts were â€œbadâ€ (poor concepts and shoddy work) but in most differences (improvements?) are make by better ideas and technology.,No,"Not directly other than references to previous work. Geology studies commonly have so many moving parts it is hard to define a distinct null hypothesis (test). Even for reservoir models, arguably more specific than many other types of geology studies, there are lots of variables beyond the static model in a history match...our ground truth reference.",Yes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,Change in focus between different studies make direct replication success difficult to quantify. ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,The explosion of quantity over quality is not helpful...driven in not small part by the idea that every PhD must publish 3-4 papers before graduation. In general we need a whole new system for publishing both incremental results (faster) and major studies (more selectively) while assigning credit as needed for achievement assessments before we all get completely buried in bullshit.,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"Not sure much in geology is condensed to a simple hypothesis. Publishing all the data, methods, false starts, dead ends, and conclusions was once the venue of the PhD dissertation... but it would seem there is no time for all that these days.",Yes,Maybe,Maybe,Yes,No,"Models requiring full data archive for public funded research (with perhaps a wait period) makes sense, but harder then for industry investigators to participate (which risks an important avenue to idea sharing)"
2020/06/03 5:14:06 AM GMT+1,Geology & Geophysics,Academia;Industry,"Research, Teaching and Communication;Minerals exploration  (not so much mining)",Post-Doctoral,20+,Yes (regularly),Yes (regularly),Yes (major),5,No,,No,,No,,Yes,Sometimes,Often,Often,Rarely,,Rarely,Often;Sometimes,Rarely,"Very often what we call observations are already interpretations (e.g. structural geology at an outcrop) and too many observables are not quantifiable.  Also the variation in scale is important, significant data at one scale may have to be upscaled etc... and this introduces interpretation and uncertainty.  What data represents best a process at one scale and what upscaled version of said data works similarly at a larger scale?  ",Rarely,Rarely,Sometimes;Rarely,Sometimes;Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Our inability to reproduce all Earth processes and the very very small samples we are getting of products of said processes.  ,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,"More quantification: e.g. Lithology assess via litho-geochemistry (but this has reproducibility issues as well).  I think it is impossible to improve drastically if we keep going in the field... and I do hope we keep going in the field.  Field observations (interpretations already) are just that.  This is what makes Geosciences amazing right?  If it were an exact science, we would have done maths right?  :D     Maybe the question is more about - should we care more about uncertainty in Geosciences rather than trying to make it exactly reproducible?",Yes,No,No,Yes,No,
2020/06/03 5:37:35 AM GMT+1,Geology,Industry,Mining & Quarrying;Oil & Gas,"Bachelors (BSc, BS)",0-5,Yes (sometimes),Yes (sometimes),Yes (major),4,No,,Yes,Seismic to well ties based on the exact parameters stated. The results were not exactly the same. This might have occurred as a result in software parameters etc.,No,,No,Often,Often,Often,Often,Often,Often,Often,Rarely,,Often,Often,Often,Sometimes,Sometimes,Sometimes,Often,Sometimes,Sometimes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Maybe,Yes,Yes,Maybe,,
2020/06/03 5:46:35 AM GMT+1,Geophysics,Academia;Industry,Oil & Gas;Renewable Energy,Post-Doctoral,Oct-15,Yes (sometimes),Yes (sometimes),Yes (major),3,No,,Yes,,No,,Yes,Often,,Often,,,Often,Often,,,,Often,,,Often,,,,,,Yes,Yes,Yes,,Yes,,Yes,,,Yes,Yes,Yes,,,
2020/06/03 6:05:57 AM GMT+1,Geophysics,Academia,"Research, Teaching and Communication;Mining & Quarrying;Hydrogeology;Archeology ",Doctoral (PhD),20+,Yes (sometimes),Yes (sometimes),Unsure,6,Yes,Remeasured samples with different instruments.,No,,No,,Yes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,The â€œnewnessâ€ requirement for publication means there is little appreciation of the importance of reproducing previous results ,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Limited access to difficult to obtain samples,Yes,Yes,Yes,Yes,Maybe,Maybe,Maybe,No,Pre-registration more likely to lead to what you expect. Need to leave projects open to discovery!,Yes,Maybe,Maybe,Yes,No,"Data repositories and code repositories are good in principle, but mean some science wonâ€™t get done due to data agreements with industry, need to be more flexible than all or nothing!"
2020/06/03 6:19:27 AM GMT+1,Geophysics,Industry,Oil & Gas,Doctoral (PhD),0-5,Yes (sometimes),Yes (sometimes),Yes (major),1,No,,Yes,From ahay.org reproducible documents,No,,Yes,Often,Sometimes,Often,Often,Often,Sometimes,Sometimes,Sometimes,Many authors have poor research/publication practices and motivation ,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Often,Sometimes,Some things are impossible to reproduce because of shear scale of computations (seismic imaging case studies over large area).,Maybe,Maybe,No,Maybe,Yes,Yes,Yes,Maybe,"The uncomfortable truth is that there should be a clear benefit to the industry in publishing reproducible studies. If it takes extra time from the authors to make the work reproducible, it should be justified.",Yes,Yes,Maybe,Yes,Maybe,Call for special reproducible issues. Establish direct contact with companies/institutions.
2020/06/03 6:32:14 AM GMT+1,Geophysics,Academia,"Research, Teaching and Communication;Mining & Quarrying;Hydrogeology;Archeology ",Doctoral (PhD),20+,Yes (sometimes),Yes (sometimes),Unsure,6,Yes,Remeasured samples with different instruments.,No,,No,,Yes,Sometimes,Often,Often,Sometimes,Sometimes,Often,Often,Sometimes,The â€œnewnessâ€ requirement for publication means there is little appreciation of the importance of reproducing previous results ,Sometimes,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,Sometimes,Limited access to difficult to obtain samples,Yes,Yes,Yes,Yes,Maybe,Maybe,Maybe,No,Pre-registration more likely to lead to what you expect. Need to leave projects open to discovery!,Yes,Maybe,Maybe,Yes,No,"Data repositories and code repositories are good in principle, but mean some science wonâ€™t get done due to data agreements with industry, need to be more flexible than all or nothing!"
2020/06/03 6:37:45 AM GMT+1,Geology,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",Oct-15,Yes (regularly),Yes (regularly),Yes (major),7,Yes,"I try to do most of my interpretive work by code, including petrophysics and mapping. Several times I've had to repeat or rebuild a process. Often the filtering logic used to remove busts, guide smoothing functions, or clustering algorithms have resulted in changes that I had not full investigated the first time around.",,,No,,Yes,Often,Rarely,Rarely,Rarely,Rarely,Rarely,Often,Sometimes,"Geologists are encouraged to be interpretive, but they aren't trained in cognitive biases. This creates a massive blind spot. I try to use algorithms, wherever possible, to manage these biases, but I'm an odd duck. Much of the ""expert judgement"" in the oil business is little better than coin flip and post-hoc rationalization.",Often,Often,Often,Sometimes,Often,Often,Sometimes,Sometimes,Sometimes,"Privacy concerns play a big role in transparency of research in business. Publications are generally disinterested in publishing projects that are not successful, even though they might present some of the best workflow education. ",Maybe,Yes,Yes,Maybe,Yes,Maybe,Yes,Yes,,Yes,Maybe,Yes,No,Yes,
2020/06/03 7:39:04 AM GMT+1,Geology,Government,"Research, Teaching and Communication;Renewable Energy;Engineering Geology",Doctoral (PhD),Oct-15,Yes (sometimes),Yes (sometimes),Yes (major),6,No,,Yes,Test methods in the field.,No,,No,Often,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Often,Often,Knowledge or educational bias: Missing common base for concepts.,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Often,Often,Sometimes,,Yes,Yes,Yes,Yes,Yes,Maybe,Yes,Maybe,,Yes,Maybe,Yes,Maybe,Maybe,
2020/06/03 7:45:27 AM GMT+1,Geophysics,Industry,Oil & Gas,"Masters (MSci, MSc, MS)",0-5,Yes (sometimes),No,Yes (minor),8,No,,No,,No,,No,Often,Often,,,,,,Often,,,,,Often,Often,,,Often,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Maybe,,Yes,Yes,Maybe,Yes,Maybe,
2020/06/03 7:47:05 AM GMT+1,Geophysics,Industry,Oil & Gas,Doctoral (PhD),15-20,Yes (sometimes),Yes (regularly),Yes (minor),6,Yes,Redo work that was not adequately documented the first time / lost results,Yes,,No,,No,Sometimes,Sometimes,Often,Sometimes,Sometimes,Rarely,Often,Often,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Data specific results (methodology working only on limited datasets - the authors') ,Yes,Maybe,Yes,Maybe,Maybe,Yes,Maybe,Maybe,,Maybe,Yes,Maybe,Yes,Maybe,
